Processing 5 nonces with 1 workers...
[nonce 0]: /usr/local/bin/tig-runtime '{"algorithm_id":"","challenge_id":"c002","track_id":"n_nodes=600","block_id":"","player_id":""}' rand_hash 0 ./tig-algorithms/lib/vehicle_routing/amd64/fast_lane_v4.so --fuel 5000000000000 --output /tmp/tmpevfdmqjg
#processing: 1, #finished: 0, #invalid: 0, elapsed: 48.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 48.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 49.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 49.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 50.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 50.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 51.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 51.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 52.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 52.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 53.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 53.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 54.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 54.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 55.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 55.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 56.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 56.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 57.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 57.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 58.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 58.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 59.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 59.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 60.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 60.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 61.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 61.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 62.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 62.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 63.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 63.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 64.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 64.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 65.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 65.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 66.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 66.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 67.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 67.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 68.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 68.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 69.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 69.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 70.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 70.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 71.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 71.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 72.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 72.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 73.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 73.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 74.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 74.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 75.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 75.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 76.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 76.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 77.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 77.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 78.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 78.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 79.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 79.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 80.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 80.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 81.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 81.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 82.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 82.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 83.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 83.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 84.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 84.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 85.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 85.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 86.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 86.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 87.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 87.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 88.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 88.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 89.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 89.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 90.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 90.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 91.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 91.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 92.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 92.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 93.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 93.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 94.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 94.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 95.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 95.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 96.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 96.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 97.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 97.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 98.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 98.53s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 99.03s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 99.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 100.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 100.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 101.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 101.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 102.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 102.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 103.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 103.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 104.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 104.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 105.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 105.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 106.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 106.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 107.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 107.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 108.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 108.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 109.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 109.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 110.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 110.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 111.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 111.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 112.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 112.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 113.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 113.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 114.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 114.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 115.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 115.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 116.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 116.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 117.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 117.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 118.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 118.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 119.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 119.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 120.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 120.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 121.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 121.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 122.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 122.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 123.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 123.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 124.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 124.54s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 125.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 125.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 126.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 126.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 127.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 127.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 128.04s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 128.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 129.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 129.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 130.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 130.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 131.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 131.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 132.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 132.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 133.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 133.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 134.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 134.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 135.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 135.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 136.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 136.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 137.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 137.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 138.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 138.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 139.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 139.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 140.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 140.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 141.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 141.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 142.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 142.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 143.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 143.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 144.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 144.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 145.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 145.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 146.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 146.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 147.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 147.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 148.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 148.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 149.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 149.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 150.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 150.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 151.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 151.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 152.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 152.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 153.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 153.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 154.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 154.55s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 155.05s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 155.56s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 156.06s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 156.56s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 157.06s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 157.56s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 158.06s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 158.56s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 159.06s, avg_quality: 0       
